Company Name,Company Name2,Status,License,Type,License Number,Email,Phone,DBA,Adress 
"AG-R1056860AHS, AG-R1065257HGS, AG-R1070394HGS, AG-R1065256HGS",OLD HAND HEMP FARM LLC,Ancillary,,,,,,,
"AG-R1069268HGS, AG-R1069269AHS",OG INC,Hemp,,,,,,,
"AG-R1067381HGS, AG-R1058124AHS, AG-R1056672IHH",OFF LLC,Ancillary,,,,,,,
"AG-R1065260HGS, AG-R1068414IHH, AG-R1065269AHS, AG-R1065259HGS",OFB LLC,Hemp,,,,,,,
"AG-R1056398AHS, AG-R1067001HGS, AG-R1072045HGS, AG-R1071745HGS",OCHOCO ORGANICS LLC,Ancillary,,,,,,,
"AG-R1056796AHS, AG-R1056789IHH, AG-R1064951HGS",OAK ROAD FARM LLC,Ancillary,,,,,,,
"AG-R1065716AHS, AG-R1065713HGS",NOVEL AG INC,Hemp,,,,,,,
"AG-R1069056AHS, AG-R1069055HGS","Nopah 5, LLC",Hemp,,,,,,,
201810G,NEW BREED SEED LLC,Ancillary,,,,,,,
"Hemp Cultivator, Seed Banks / Genetics","AG-R1069808HGS, AG-R1054422AHS, AG-R1073691HGS",Ancillary,,,,,,,
"Hemp Cultivator, Seed Banks / Genetics","AG-R1067528HGS, AG-R1067529AHS",Ancillary,,,,,,,
"Hemp Cultivator, Seed Banks / Genetics",MSKB LLC,Ancillary,,,,,,,
"AG-R1061484AHS, AG-R1066269HGS",MPHC LLC,Ancillary,,,,,,,
"AG-R1056812AHS, AG-R1066309HGS",MPBI LLC,Hemp,,,,,,,
"AG-R1067423HGS, AG-R1067490AHS",MNS OREGON INC,Hemp,,,,,,,
"AG-R1055587AHS, AG-R1042991IHH, AG-R1067170HGS",MK FAMILY FARMS LLC,Hemp,,,,,,,
Page 31 of 37,WIMER LLC,Hemp,,,,,,,
"AG-R1069104HGS, AG-R1069105AHS, AG-R1073696IHH",TKO HEMP LLC,Hemp,,,,,,,
"AG-R1065737HGS, AG-R1073352AHS, AG-R1073226IHH",SOVEREIGN FIELDS LLC,Hemp,,,,,,,
"AG-R1063636IHH, AG-R1066783IHH, AG-R1067041HGS, AG-R1063880IHH, AG-R1067129HGS, AG-R1060320AHS, AG-R1063637IHH, AG-R1068373HGS",SOLACE FARMS LLC,Hemp,,,,,,,
"AG-R1060147AHS, AG-R1061062IHH, AG-R1066578HGS",PACIFIC WEST HOLDINGS LLC,Hemp,,,,,,,
"AG-R1066060AHS, AG-R1066052HGS, AG-R1066050IHH",OREGON AG WORKS LLC,Hemp,,,,,,,
"AG-R1059200IHH, AG-R1066638HGS, AG-R1066639HGS, AG-R1059205AHS",NOWAK FARM LLC,Hemp,,,,,,,
"AG-R1057897AHS, AG-R1074895IHH, AG-R1065265HGS",Northern Roots Nursery,Hemp,,,,,,,
"50_2021_00000380, 2042019063147479093, VTH-112-0018",MAGU MAIDEN FARMS LLC,Hemp,,,,madisonhemp1806@gmail.com || william.r.belanger@gmail.com || mcash911@gmail.com,802-249-6531,,"Madison Hemp & Flax Company 1806Loretto, KY || Mad River Hemp LLCNorthfield, VT 05663 || 926 Windemar DrAshland, OR 97520"
"AG-R1065571IHH, AG-R1066192HGS, AG-R1058010AHS",LBHC,Hemp,,,,tnetteragr@gmail.com,,,"70535 NW Lower Bridge WayTerrebonne, OR 97760"
"AG-R1065548IHH, AG-R1057284AHS, AG-R1065547HGS",INFINITE TREE INC,Hemp,,,,ryan@infinite-tree.com,541-406-0407,,"11577 Williams HwyGrants Pass, OR 97527"
"AG-R1065472HGS, AG-R1071444IHH, AG-R1072945AHS",EVEREST HOLDINGS,Hemp,,,,jrh7604@gmail.com || jerrodt04@gmail.com,(608) 222-2330 || 407-350-8864,,"Eureka Valley GeneticsWI || Portland, OR"
"AG-R1056480AHS, AG-R1065123HGS, AG-R1073225IHH",ETZ HAYIM HOLDINGS SPC,Hemp,,,,ztroyer@lazarusnaturals.com,206-309-1347,,"5205 SW Parrish LnPowell Butte, OR 97753"
"AG-R1065948HGS, AG-R1074132HGS, AG-R1065943IHH, AG-R1065947HGS, AG-R1074133HGS, AG-R1065945HGS, AG-R1067650IHH, AG-R1065946AHS",EAST FORK HEMP LLC,Hemp,,,,mason@eastforkcultivars.com,503-810-7120,,"6258 SE Foster RdPortland, OR 97206"
"AG-R1065580HGS, AG-R1066276AHS, AG-R1065578HGS, AG-R1073848IHH, MTSHP-0115, AG-R1064324IHH, AG-R1065579HGS",CASCADE COLLECTIVE INC,Ancillary,,,,,,,
"AG-R1052535AHS, AG-R1066358HGS, AG-R1072318IHH",BAMBIS CHRISTMAS TREE LAND AND NURSERY LLC,Ancillary,,,,bambiland45@gmail.com,503-873-6774,,"15008 Winters Hill Rd SESilverton, OR 97381"
"AG-R1069110HGS, AG-R1055170AHS, AG-R1069108HGS, AG-R1069109HGS, AG-R1065813HGS, AG-R1069223IHH",ZHOP LLC,Hemp,,,,,,,
"AG-R1046685AHS, AG-R1067071HGS",WOLF CREEK HOLDINGS INC,Ancillary,,,,,,,
"AG-R1067022AHS, AG-R1067021HGS",WINTERFOX FARMS LLC,Hemp,,,,,,,
"AG-R1065292HGS, AG-R1040872AHS",WINDS OF CHANGE LLC,Ancillary,,,,,,,
"AG-R1058025AHS, AG-R1065835HGS",WEST COAST HEMP WHOLESALE LLC,Hemp,,,,,,,
"AG-R1066554AHS, AG-R1066553HGS",WAH FARMS,Ancillary,,,,,,,
"AG-R1066750HGS, AG-R1046714AHS",VOODOO GROWERS LLC,Hemp,,,,,,,
"AG-R1053776AHS, AG-R1066555HGS",Virgin Hemp Farms,Ancillary,,,,,,,
IHG 2019-3-6738,Victory Hemp LLC,Ancillary,,,,,,,
1397,USSC PLEASANT CREEK LLC,Ancillary,,,,,,,
"AG-R1066252HGS, AG-R1066253AHS",UPPER ROGUE HEMP LLC,Hemp,,,,,,,
"AG-R1069511HGS, AG-R1060145AHS",UNIQUE BOTANICALS LLC,Ancillary,,,,,,,
"AG-R1066518HGS, AG-R1066517HGS, AG-R1065568HGS, AG-R1065569HGS, AG-R1069514HGS, AG-R1069517HGS, AG-R1050651AHS",TWO GUYS ONE FARM LLC,Ancillary,,,,,,,
"AG-R1050804AHS, AG-R1068673HGS, AG-R1066551HGS",TUMALO SEED CO LLC,Ancillary,,,,,,,
"AG-R1067759HGS, AG-R1064235AHS",TRPL Enterprises LLC,Ancillary,,,,,,,
"78637, 78635, 102472","Trichome Genetics, LLC",Ancillary,,,,,,,
102465,"Tree Gardner, LLC",Ancillary,,,,,,,
102406,TRD CONSULTING LLC,Ancillary,,,,,,,
"AG-R1066450HGS, AG-R1066451AHS",THETAN SEED COMPANY LLC,Ancillary,,,,,,,
"AG-R1061826AHS, AG-R1069519HGS",THE NALI PROJECT LLC,Ancillary,,,,,,,
"AG-R1068955AHS, AG-R1068954HGS",THE BRAVE LITTLE HEMP SEED COMPANY LLC,Ancillary,,,,,,,
"AG-R1066140HGS, AG-R1066141AHS",THE ACTION GROUP LLC,Hemp,,,,,,,
"AG-R1069974AHS, AG-R1068666HGS","Tesoro Genetics, LLC",Ancillary,,,,,,,
"78160, 102391",TBL 1 LLC,Ancillary,,,,,,,
"AG-R1058141AHS, AG-R1068689HGS, AG-R1066190HGS, AG-R1066188HGS, AG-R1066189HGS",TAP RELOOP LLC,Hemp,,,,,,,
"AG-R1060328AHS, AG-R1066563HGS",TALENT HEIGHTS LLC,Ancillary,,,,,,,
"AG-R1059855AHS, AG-R1066307HGS, AG-R1064416IHH",SWEET EARTH LLC,Ancillary,,,,,,,
"AG-R1066569HGS, AG-R1073983HGS, AG-R1053018AHS",SPECTRUM FARMS LLC,Ancillary,,,,,,,
"Hemp Cultivator, Seed Banks / Genetics","AG-R1067852HGS, AG-R1067865AHS",Ancillary,,,,,,,
"AG-R1056019AHS, AG-R1066384HGS","Skillful Solutions, LLC",Hemp,,,,,,,
2018115G,SIMPLY SOL LLC,Ancillary,,,,,,,
"AG-R1069611AHS, AG-R1069610HGS",SG NURSERY LLC,Ancillary,,,,,,,
"AG-R1055647AHS, AG-R1066045HGS",SEEDY CREEK FARMS LLC,Hemp,,,,,,,
"AG-R1062785AHS, AG-R1070264HGS","Schiavi Seeds, Inc.",Ancillary,,,,,,,
"77950, 102381",SAVAGE FAMILY FARMS,Hemp,,,,,,,
"AG-R1072036AHS, AG-R1066849IHH, AG-R1066515HGS",S AND S AG LLC,Ancillary,,,,,,,
"AG-R1065328AHS, AG-R1069158HGS",SAMI NUMMI LLC,Ancillary,,,,,,,
"AG-R1066761HGS, AG-R1060873AHS",SAGE DOOR X LLC,Ancillary,,,,,,,
"AG-R1068356AHS, AG-R1068355HGS",RWR LLC,Hemp,,,,,,,
"102459, 77974",RWD SERVICES LLC,Ancillary,,,,,,,
"AG-R1068755AHS, AG-R1068754HGS",RVR HOLDINGS LLC,Hemp,,,,,,,
"AG-R1066922HGS, AG-R1062394AHS",ROCK IT LLC,Ancillary,,,,,,,
"AG-R1067952HGS, AG-R1067950HGS, AG-R1067951HGS, AG-R1067934AHS",RIVER VALLEY HEMP CO LLC,Ancillary,,,,,,,
"AG-R1068144HGS, AG-R1068145AHS",RIVER RANCH LLC,Ancillary,,,,,,,
"AG-R1067281AHS, AG-R1067280HGS, AG-R1067292HGS",RINGING MOUNTAIN FOREST LLC,Ancillary,,,,,,,
"AG-R1061425AHS, AG-R1066495HGS",RICKS MONSTER GROW,Ancillary,,,,,,,
"AG-R1069806HGS, AG-R1067540HGS, AG-R1069807HGS, AG-R1055361AHS",RESLAND CORP,Hemp,,,,,,,
"AG-R1069949HGS, AG-R1069950AHS, AG-R1069951HGS","Redmon Company, Inc.",Hemp,,,,,,,
102452,R AND B FARMS LLC,Ancillary,,,,,,,
"AG-R1059929AHS, AG-R1065597HGS",PURE SEED TESTING INC,Ancillary,,,,,,,
"AG-R1067393HGS, AG-R1056721AHS",PURE CANNABIS LLC,Hemp,,,,,,,
"AG-R1062548AHS, AG-R1068464HGS",PROJECTHEMPIRE LLC,Ancillary,,,,,,,
"AG-R1066799HGS, AG-R1066934AHS",PROGRESSIVE PLANT RESEARCH INC,Hemp,,,,,,,
"AG-R1068691HGS, AG-R1068692AHS",PISTIL CREEK FARM LLC,Ancillary,,,,,,,
"AG-R1068353AHS, AG-R1068352HGS",PHYTONYX LLC,Ancillary,,,,,,,
"AG-R1059415AHS, AG-R1067489HGS, AG-R1067480HGS",ORETEX FARMS LLC,Ancillary,,,,,,,
"AG-R1064907HGS, AG-R1064910AHS",OREGON PLANT GENETICS LLC,Ancillary,,,,,,,
"AG-R1066239HGS, AG-R1066521HGS, AG-R1066240AHS",OREGONIZED HEMP CO,Hemp,,,,,,,
"AG-R1056424AHS, AG-R1067871HGS",OREGON HEMPWORKS LLC,Hemp,,,,,,,
"AG-R1067297IHH, AG-R1067093HGS, AG-R1067094AHS",OREGON HEMP SEED COMPANY,Ancillary,,,,,,,
"AG-R1065346HGS, AG-R1065347AHS",OREGANIC GROWN INC,Ancillary,,,,,,,
"AG-R1056860AHS, AG-R1065257HGS, AG-R1070394HGS, AG-R1065256HGS",OLD HAND HEMP FARM LLC,Ancillary,,,,,,,
"AG-R1069268HGS, AG-R1069269AHS",OG INC,Hemp,,,,,,,
"AG-R1067381HGS, AG-R1058124AHS, AG-R1056672IHH",OFF LLC,Ancillary,,,,,,,
"AG-R1065260HGS, AG-R1068414IHH, AG-R1065269AHS, AG-R1065259HGS",OFB LLC,Hemp,,,,,,,
"AG-R1056398AHS, AG-R1067001HGS, AG-R1072045HGS, AG-R1071745HGS",OCHOCO ORGANICS LLC,Ancillary,,,,,,,
"AG-R1056796AHS, AG-R1056789IHH, AG-R1064951HGS",OAK ROAD FARM LLC,Ancillary,,,,,,,
"AG-R1065716AHS, AG-R1065713HGS",NOVEL AG INC,Hemp,,,,,,,
"AG-R1069056AHS, AG-R1069055HGS","Nopah 5, LLC",Hemp,,,,,,,
201810G,NEW BREED SEED LLC,Ancillary,,,,,,,
"AG-R1061484AHS, AG-R1066269HGS",MPHC LLC,Ancillary,,,,,,,
"AG-R1056812AHS, AG-R1066309HGS",MPBI LLC,Hemp,,,,,,,
"AG-R1067423HGS, AG-R1067490AHS",MNS OREGON INC,Hemp,,,,,,,
"AG-R1055587AHS, AG-R1042991IHH, AG-R1067170HGS",MK FAMILY FARMS LLC,Hemp,,,,,,,
Page 32 of 37,MILLER RESEARCH LLC,Ancillary,,,,,,,
"AG-R1067426AHS, AG-R1067425HGS, AG-R1067610HGS",MILLENNIAL INDUSTRIAL LLC,Ancillary,,,,,,,
"AG-R1042148IHH, AG-R1042150AHS, AG-R1066143HGS",MIDDLE MOUNTAIN FARM BOTANICALS LLC,Ancillary,,,,,,,
"AG-R1070458AHS, AG-R1070457HGS",MH International LLC,Hemp,,,,,,,
"74890, 80377, 80558",MF LONG ISLAND,Hemp,,,,,,,
"AG-R1065570HGS, AG-R1058084AHS, AG-R1058080IHH",MEDICINAL BOTANICAL SEED LLC,Ancillary,,,,,,,
"AG-R1056286AHS, AG-R1065478HGS",MANSA MUSA HEMP LLC,Ancillary,,,,,,,
1431,LODEN ENTERPRISES LLC,Ancillary,,,,dale@stutzmanservices.com,541-990-3129,,"34955 OR-34Albany, OR 97322"
"AG-R1068142AHS, AG-R1067936HGS",LITTLE CANYON MOUNTAIN LLC,Ancillary,,,,kenve62@yahoo.com,541-620-4297,,"Canyon City, OR 97820"
"AG-R1066952HGS, AG-R1064223AHS",LINDBECK FARM LLC,Ancillary,,,,dbbookkeeping541@gmail.com,,,"6790 Holland Loop RdCave Junction, OR 97523"
"AG-R1068816AHS, AG-R1068815HGS, AG-R1068817HGS",LIGHTBRIDGE ORGANICS LLC,Ancillary,,,,lightbridgeorganics@hotmail.com,208-520-4706,,"464 Jasmine RdOntario, OR 97914"
"AG-R1059824AHS, AG-R1068813HGS","Let's Grow Hemp, LLC",Ancillary,,,,,​lori@legacyseeds.com​(715) 467-2555 || 786-239-4710,,​Legacy Seeds LLC​WI || NV
Las Vegas Greens LLC,Ancillary,Ancillary,,,,,,,
KY 2020 Hemp Grower 0006,Ancillary,Ancillary,,,,,,,
KY 2020 Hemp Grower 0005,Ancillary,Ancillary,,,,,,,
KY 2020 Hemp Grower 0004,Ancillary,Ancillary,,,,,,,
KY 2020 Hemp Grower 0003,Ancillary,Hemp,,,,,,,
KY 2020 Hemp Grower 0002,Ancillary,Ancillary,,,,,,,
KY 2020 Hemp Grower 0001,Ancillary,Ancillary,,,,,,,
"AG-R1070054HGS, AG-R1058812AHS, AG-R1069042HGS, AG-R1069043HGS",JUPITER AGRICULTURAL SEED LLC,Ancillary,,,,sean@sccearthworks.com,503-330-3651,,"41636 NW Reiling RdForest Grove, OR 97116"
"AG-R1044992AHS, AG-R1066436HGS",J R AG LLC,Ancillary,,,,admin@ownitx.com,541-889-6500,,"251 W Idaho AveOntario, OR 97914"
"AG-R1059410AHS, AG-R1065709HGS","Jones Brothers Farms, LLC",Hemp,,,,tsj4890@gmail.com,859-393-5284,,KY
"18-04-05G, 19-0544-G, 21_0181",JEFF HOUSE LLC,Ancillary,,,,max5899@yahoo.com,541-817-2220,,"778 Pack LnGlendale, OR 97442"
"AG-R1057173AHS, AG-R1069414HGS",JEFFERSON HEMP CO LLC,Ancillary,,,,deanna@hartsnursery.com,,,"Jefferson, OR"
"AG-R1065582HGS, AG-R1065584HGS, AG-R1065585HGS, AG-R1057499AHS","Island Consulting, Inc.",Ancillary,,,,,7209898831,,CO
102407,"Integrous Group, Inc.",Ancillary,,,,,720-626-7661,,CA
102419,INDUSTRIAL SEED INNOVATIONS LLC,Ancillary,,,,,503-507-2174,,"13999 McKee School Rd NEWoodburn, OR 97071"
"AG-R1065251HGS, AG-R1052252AHS, AG-R1065307HGS",Indo Wellness LLC,Ancillary,,,,indowellnesscenter@gmail.com,+1 239 200 7214,,FL
"12_4758be2d, 102420","IndHemp, LLC",Ancillary,,,,,3033224116,,IMPELLEX LLCKY || MT
102386,ICARO PLANT SCIENCE INC,Hemp,,,,justin@icaroplantscience.com,(541) 450-7888,,"33140 NW Hornecker RdHillsboro, OR 97124"
"AG-R1065930HGS, AG-R1065931AHS",HUMBUG HOSPITALITY LLC,Ancillary,,,,ricky.a.ford@gmail.com,541-601-9581,,"475 Little Applegate RdJacksonville, OR 97530"
"AG-R1068027HGS, AG-R1068028AHS, AG-R1068980HGS, AG-R1070160HGS",HOLIDAY SALES INC,Ancillary,,,,djbarnessr@yahoo.com,541-259-4477,,"20 E Airport Rd, 318Lebanon, OR 97355"
"AG-R1065468HGS, AG-R1063325AHS",HILLSIDE PARTNERS LLC,Hemp,,,,melissamuzzy@yahoo.com,,,"455 Rosemont RdWest Linn, OR 97068"
"AG-R1067881AHS, AG-R1067090HGS",HGH Seed Inc.,Ancillary,,,,,808-392-0472,,CO
"80404, 102798, 102447, 102796",HFM LLC,Ancillary,,,,hello@heritagegardensky.com || matt@rpfllc.com,502-438-9091 || 541-942-4678,,"Heritage GardensLouisville, KY || Heritage Gardens, LLCKY || Santa Maria, CA 93456"
"AG-R1065481HGS, AG-R1046342AHS, AG-R1073984HGS",HEX GALAXY HEMP SEED LLC,Ancillary,,,,mexrey@hotmail.com,,,"27534 SE Hwy 212Boring, OR 97009"
"AG-R1066634AHS, AG-R1066633HGS",Hemp Traders,Ancillary,,,,,,,
102482,HEMPTEK INC,Ancillary,,,,dmcguiresr@gmail.com,772-834-5242,,"13384 River Rd NEGervais, OR 97026"
"AG-R1065372IHH, AG-R1066514HGS, AG-R1065919AHS, AG-R1065925HGS",Hempire Seed Co LLC,Ancillary,,,,,,,
102474,Hemp Genetics International Inc,Ancillary,,,,,970-812-3223,,"3030 E 92nd StChicago, IL 60617"
102314,HEMP AND CBD SOLUTIONS LLC,Ancillary,,,,,,,
"AG-R1067609AHS, AG-R1067606HGS",GREEN SOLUTIONS CONSULTING LLC,Ancillary,,,,a.silverods@gmail.com,541-221-6588,,"89175 Fir Butte RdEugene, OR 97402"
"AG-R1066117HGS, AG-R1052592AHS",Green Life Inc.,Ancillary,,,,,9707999909,,CO
102426,GREEN BODHI ORGANICS,Ancillary,,,,greenbodhi@gmail.com,,,"3912 W 1st Ave, UNIT BEugene, OR 97402"
"AG-R1064039AHS, AG-R1064919HGS, AG-R1064926HGS",GOLD COAST RANCH II LLC,Ancillary,,,,mikesmailboxis@gmail.com,530-558-1523,,"500 Martin RdCave Junction, OR 97523"
"AG-R1067858HGS, AG-R1062955AHS",Go Farm Hemp,Ancillary,,,,,(303) 856-4464,,NV
"80246, 80247, 80341, 102402",Global Hemp Collective LLC,Hemp,,,,worldbridging@pm.me,541-604-8900,,OR
"AG-R1066457HGS, 102464, AG-R1066458AHS",Gary Crossan Farms LLC,Ancillary,,,,,954-500-4367,,OR
"102397, 79783",GARBENS GARDENS LLC,Ancillary,,,,ggarben12@yahoo.com,808-557-0217,,"Grants Pass, OR 97528"
"AG-R1066367HGS, AG-R1060606AHS",EXCOLO HEMP LLC,Ancillary,,,,david@excolofarms.com,,,"23225 S Beavercreek RdBeavercreek, OR 97004"
"AG-R1068482HGS, AG-R1068483AHS",EVOLUTION GENETICS LLC,Ancillary,,,,lee@evergreenpurehealth.com || terramycoforest@gmail.com,+44 7961 846312,,"Evergreen Pure HealthLondon, England || 51500 SE Cherryville DrSandy, OR 97055"
"AG-R1067327AHS, AG-R1065696HGS","Everything Hemp, LLC",Ancillary,,,,,5127394271,,WI
102395,EVANS FAMILY FARMS LLC,Ancillary,,,,evansfamfarms@gmail.com,,,"550 Hildebrand RdDairy, OR 97625"
"AG-R1066481HGS, AG-R1066482AHS","Environmental Seeds West, LLC",Hemp,,,,,,,
102461,"EcoGen BioSciences, LLC",Ancillary,,,,alex.touch@ecogenbiosciences.com,833-432-6436,,"543 31 RdGrand Junction, CO 81504"
# 103645,ECHO WEST FRESH,Ancillary,,,,echowestoffice@gmail.com,,,"Echo, OR 97826"
"AG-R1065469HGS, AG-R1060321AHS",DONDEROSA RANCH LLC,Ancillary,,,,dunngone@gmail.com,503-592-2486,,"22637 OR-211Colton, OR 97017"
"AG-R1066179HGS, AG-R1066184AHS",DK ENTERPRISES LLC,Hemp,,,,davekin33@gmail.com,,,"23000 SE Eagle Creek RdEagle Creek, OR 97022"
"AG-R1065236HGS, AG-R1065237AHS",DEWEY FARMS LLC,Ancillary,,,,jesse@dewey.farm,,,"11512 S Barnards RdMolalla, OR 97038"
"AG-R1068545HGS, AG-R1068539AHS",DE HAAGEN FARMS INC,Ancillary,,,,ann@pitmorgroup.com,909-333-8886,,"Rancho Mirage, CA 92270"
"AG-R1061559AHS, AG-R1065449HGS, AG-R1065308HGS","Davis Farms of Oregon, LLC",Ancillary,,,,,3038597462,,OR
"102389, 77396",DANJ LLC,Ancillary,,,,rainan222@gmail.com,,,"3033 Foothill BlvdGrants Pass, OR 97526"
"AG-R1058879AHS, AG-R1067563HGS",D AND DS TREES LLC,Ancillary,,,,danddstree@gmail.com,541-678-1066,,"21011 Robin AveBend, OR 97701"
"AG-R1069863HGS, AG-R1061193AHS","Cultivas Bio, Inc.",Ancillary,,,,dmunoz@frontrangebio.com,(730) 301-8678,,WI
"# 103381, 101100, 80956, 101097, 101092, # 103447",Cultivaris Hemp,Ancillary,,,,info@cultivarishemp.com,858-203-9280,,"1150 Quail Gardens DrEncinitas, CA 92024"
37-200118G,CROOKED RIVER COMPANY LLC,Ancillary,,,,brianpeavey@gmail.com,208-631-2020,,"15990 SW Culver HwyCulver, OR 97734"
"AG-R1066355HGS, AG-R1051184AHS",CLEAR BUSINESS DEVELOPMENT CORPORATION,Ancillary,,,,nicoladegradi@hotmail.com,805-723-4652,,"22929 S Wilcock StCanby, OR 97013"
"AG-R1067203HGS, AG-R1067202HGS, AG-R1050530AHS",CHELSEALOU INC,Ancillary,,,,jrdutson@peak.org,541-231-8392,,"25320 Oak LnPhilomath, OR 97370"
"AG-R1067487HGS, AG-R1067488AHS",CENTRAL OREGON CBD LLC,Ancillary,,,,cbdcentraloregon@gmail.com,,,"65301 N Hwy 97Bend, OR 97701"
"AG-R1054955AHS, AG-R1066622HGS","Capital Agronomics, LLC",Hemp,,,,,2607291887,,CO
"102415, 102416",BOTANICAL RESEARCH SYSTEMS,Hemp,,,,info@getbrs.com,,,"5795 Upton RdCentral Point, OR 97502"
"AG-R1067247HGS, AG-R1069204HGS, AG-R1051651AHS, AG-R1066940HGS",BORING HEMP COMPANY LLC,Ancillary,,,,barry@boringhemp.com,503-349-5335,,"37621 SE Bear Creek LnBoring, OR 97009"
"AG-R1064876HGS, AG-R1041539AHS, AG-R1064877HGS, AG-R1064875HGS",BLUE SKIES LANDSCAPING INC,Ancillary,,,,evergreenhills1st@gmail.com,,,"233 Rogue River HwyGrants Pass, OR 97527"
"AG-R1066398AHS, AG-R1066397HGS",Bija Hemp,Ancillary,,,,,303-489-3211,,MT
"78166, 102443",BERGMAN GARDENS LLC,Ancillary,,,,bergmangardens16@gmail.com,,,"24361 S Upper Highland RdColton, OR 97017"
"AG-R1065241HGS, AG-R1044321AHS, AG-R1065240HGS","Beacon Enterprises, Inc.",Ancillary,,,,,7192916202,,CA
"102473, 102989, 78458",BAKA FARMS LLC,Ancillary,,,,,,,
"AG-R1064858HGS, AG-R1064859AHS","Arcadia Biosciences, Inc",Hemp,,,,lisa.chambers@arcadiabio.com,(530) 554-0851,,WI
"13-200016S, 57-200002G, 57-200001S",AMERI CULTIVATE LLC,Ancillary,,,,justinslittle@hotmail.com,,,"14314 Gopher Valley RdSheridan, OR 97378"
"AG-R1067104HGS, AG-R1067105AHS",AMERICAN HEMP COMPANY LLC,Hemp,,,,willie@pineapplesociety.net,808-371-1061,,"3172 Upper River RdGrants Pass, OR 97526"
"AG-R1050462AHS, AG-R1067283HGS, AG-R1067282HGS",ALL PHASE CONSULTATION LLC,Hemp,,,,Allegra@MonarchHillHemp.com || allphaseconsult@gmail.com,(715) 456-4818 || 971-201-5207,,"Allegra of Monarch Hill HempWI || All For YouKY || 5475 Pleasant Creek RdRogue River, OR 97537"
ALLIANCE HEMP COMPANY LLC,Hemp,Hemp,,,,,,,
Page 33 of 37,IHE PRODUCTIONS LLC,Hemp,,,,,,,
BOMAR AGRA ESTATES LLC,Hemp,Hemp,,,,,,,
"209102, # 103386, # 103549, 102378, 78089, 78200, 102666, # 103547, 102359",GRASS MASTERS INC,Hemp,,,,crystalhgrayson@gmail.com,337-319-7232,,"Lafayette, LA"
"22_1100202, 22_1100111, 22_1100165, 22_1100203",Jump Steady,Hemp,,,,,,,
NAHE LLC,Hemp,Hemp,,,,,,,
HEMP-G-000152,TBG Hemp,Hemp,,,,,,,
12_423C95DB,"HSM, LLC",Hemp,,,,,,,
"Grow7West, LLC",Hemp,Hemp,,,,,,,
GOOD GOOD FARMS,Hemp,Hemp,,,,,,,
Virent Valley,VIRENT VALLEY FARMS LLC,Hemp,,,,,,,
"Hemp Cultivator, Hemp Distributor, Hemp Retailer (Delivery), Hemp Retailer (Online)",AG-R1067051HGS,Hemp,,,,,,,
grape farm,"KC Alliance, LLC",Hemp,,,,jeff@vripe.com,5593610076,,"9530 Hageman RoadBakersfield, CA 93312"
TEXAS STAR HEMP FARMS LLC,Hemp,Hemp,,,,,,,
GSF,Gold Standard Farm LLC,Hemp,,,,,2028162346,,"665 Hyndsver RdMartin, TN 38237"
"Hemp Cultivator, Hemp Distributor, Hemp Brand, Hemp Manufacturer",Cultivaris Hemp,Hemp,,,,info@cultivarishemp.com,858-203-9280,,"1150 Quail Gardens DrEncinitas, CA 92024"
GMP Global Marketing Products,Balance and Support - Hemp & Suinicultura,Hemp,,,,marcos.andre.aguiar@gmail.com,+351917960037,,"Rua do comércio 77Olhão, Faro 8700-427"
"Hemp Cultivator, Hemp Distributor, Hemp Brand",Village Fields Hemp,Hemp,,,,,,,
"Hemp Cultivator, Hemp Distributor, Hemp Manufacturer, Security Services & Transportation",2019-VD106,Hemp,,,,,,,
"Hemp Cultivator, Hemp Distributor, Hemp Manufacturer, Hemp Retailer (Online), Hemp Retailer (Storefront)",Water Rock Farming,Hemp,,,,,,,
201826G,XtremeGraphic,Hemp,,,,,,,
BETTER TOGETHER CT INC,Hemp,Hemp,,,,,,,
"HEMP.000009.CTCOND, HMPG.000012.COND","YiLo CBD, LLC",Hemp,,,,,,,
"AZ-G190070, AZ-P190070, 190070",Budding Dreams,Hemp,,,,,,,
VANMOL ORGANICS LLC,Hemp,Hemp,,,,,,,
"22_1100033, 22_1100170, 22_1100032",Texas Sprouts,Hemp,,,,,,,
"Hemp Cultivator, Hemp Distributor, Hemp Manufacturer","840862, 0829875, 0830151",Hemp,,,,,,,
"Hemp Cultivator, Hemp Distributor, Hemp Manufacturer",Medd Road Pure CBD,Hemp,,,,,,,
LOVETTE GROUP LLC,Hemp,Hemp,,,,,,,
Leon Bros Farms LLC,Hemp,Hemp,,,,,,,
boreal,ignapin,Hemp,,,,,,,
Mile High CBD,GL Enterprise LLC,Hemp,,,,brennan.lammermann@gmail.com,7202525612,,"3232 S Owens CtLakewood, CO 80227"
"17-MFP18-0000924, 74436",GDBS Distributors LLC,Pending,,,,gdbsdistributorsllc@gmail.com,,,"57 S Main St, 231Asbury Park, NJ 07712"
Colorado Cultivars USA LLC,Hemp,Verified,,,,,,,
HEMPSTAR FARM,Verified,Hemp,,,,,,,
"CDPH-10004044, CDPH-T00000546, CDPH-T00000547, C12-0000010-LIC",DOUBLE R FARMS,Hemp,,,,RRRANCHOK@YAHOO.COM,9189065725,,"10727 Harreld RdBeggs, OK 74421"
"Hemp Cultivator, Hemp Distributor, Cannabis Cultivator","22_1100069, GAAA-EYXC-ZWAX",Hemp,,,,,,,
"WAAYB Labs, LLC",Hemp,Hemp,,,,,,,
