Company Name,Company Name2,Email,Phone,Status,DBA,License,Type,License Number,Address
AG-R1059410AHS  AG-R1065709HGS,Jones Brothers Farms  LLC,,,Hemp,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1065582HGS  AG-R1065584HGS  AG-R1065585HGS  AG-R1057499AHS,
18-04-05G  19-0544-G  21_0181,JEFF HOUSE LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,102407,
AG-R1057173AHS  AG-R1069414HGS,JEFFERSON HEMP CO LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,102419,
AG-R1065582HGS  AG-R1065584HGS  AG-R1065585HGS  AG-R1057499AHS,Island Consulting  Inc.,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1065251HGS  AG-R1052252AHS  AG-R1065307HGS,
102407,Integrous Group  Inc.,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,12_4758be2d  102420,
102419,INDUSTRIAL SEED INNOVATIONS LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,102386,
AG-R1065251HGS  AG-R1052252AHS  AG-R1065307HGS,Indo Wellness LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1065930HGS  AG-R1065931AHS,
12_4758be2d  102420,IndHemp  LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1068027HGS  AG-R1068028AHS  AG-R1068980HGS  AG-R1070160HGS,
102386,ICARO PLANT SCIENCE INC,,,Hemp,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1065468HGS  AG-R1063325AHS,
AG-R1065930HGS  AG-R1065931AHS,HUMBUG HOSPITALITY LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1067881AHS  AG-R1067090HGS,
AG-R1068027HGS  AG-R1068028AHS  AG-R1068980HGS  AG-R1070160HGS,HOLIDAY SALES INC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,80404  102798  102447  102796,
AG-R1065468HGS  AG-R1063325AHS,HILLSIDE PARTNERS LLC,,,Hemp,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1065481HGS  AG-R1046342AHS  AG-R1073984HGS,
AG-R1067881AHS  AG-R1067090HGS,HGH Seed Inc.,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1066634AHS  AG-R1066633HGS,
80404  102798  102447  102796,HFM LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,102482,
AG-R1065481HGS  AG-R1046342AHS  AG-R1073984HGS,HEX GALAXY HEMP SEED LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1065372IHH  AG-R1066514HGS  AG-R1065919AHS  AG-R1065925HGS,
AG-R1066634AHS  AG-R1066633HGS,Hemp Traders,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,102474,
102482,HEMPTEK INC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,102314,
AG-R1065372IHH  AG-R1066514HGS  AG-R1065919AHS  AG-R1065925HGS,Hempire Seed Co LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1064144AHS  AG-R1065466HGS,
102474,Hemp Genetics International Inc,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1068077AHS  AG-R1067790HGS,
102314,HEMP AND CBD SOLUTIONS LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,102426,
AG-R1067609AHS  AG-R1067606HGS,GREEN SOLUTIONS CONSULTING LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1064039AHS  AG-R1064919HGS  AG-R1064926HGS,
AG-R1066117HGS  AG-R1052592AHS,Green Life Inc.,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1067858HGS  AG-R1062955AHS,
102426,GREEN BODHI ORGANICS,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,80246  80247  80341  102402,
AG-R1064039AHS  AG-R1064919HGS  AG-R1064926HGS,GOLD COAST RANCH II LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1066457HGS  102464  AG-R1066458AHS,
AG-R1067858HGS  AG-R1062955AHS,Go Farm Hemp,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,102397  79783,
80246  80247  80341  102402,Global Hemp Collective LLC,,,Hemp,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1066271HGS  AG-R1068357HGS  AG-R1066272AHS,
AG-R1066457HGS  102464  AG-R1066458AHS,Gary Crossan Farms LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1066403HGS  AG-R1063878AHS,
102397  79783,GARBENS GARDENS LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1067327AHS  AG-R1065696HGS,
AG-R1066367HGS  AG-R1060606AHS,EXCOLO HEMP LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,102395,
AG-R1068482HGS  AG-R1068483AHS,EVOLUTION GENETICS LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1066481HGS  AG-R1066482AHS,
AG-R1067327AHS  AG-R1065696HGS,Everything Hemp  LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,102461,
102395,EVANS FAMILY FARMS LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,# 103645,
AG-R1066481HGS  AG-R1066482AHS,Environmental Seeds West  LLC,,,Hemp,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1065469HGS  AG-R1060321AHS,
102461,EcoGen BioSciences  LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1066179HGS  AG-R1066184AHS,
# 103645,ECHO WEST FRESH,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1065236HGS  AG-R1065237AHS,
AG-R1065469HGS  AG-R1060321AHS,DONDEROSA RANCH LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1068545HGS  AG-R1068539AHS,
AG-R1066179HGS  AG-R1066184AHS,DK ENTERPRISES LLC,,,Hemp,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1061559AHS  AG-R1065449HGS  AG-R1065308HGS,
AG-R1065236HGS  AG-R1065237AHS,DEWEY FARMS LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,102389  77396,
AG-R1068545HGS  AG-R1068539AHS,DE HAAGEN FARMS INC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1058879AHS  AG-R1067563HGS,
AG-R1061559AHS  AG-R1065449HGS  AG-R1065308HGS,Davis Farms of Oregon  LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1069863HGS  AG-R1061193AHS,
102389  77396,DANJ LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,# 103381  101100  80956  101097  101092  # 103447,
AG-R1058879AHS  AG-R1067563HGS,D AND DS TREES LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,37-200118G,
AG-R1069863HGS  AG-R1061193AHS,Cultivas Bio  Inc.,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1051692AHS  AG-R1065418HGS  AG-R1065419HGS,
# 103381  101100  80956  101097  101092  # 103447,Cultivaris Hemp,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,82028,
37-200118G,CROOKED RIVER COMPANY LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1067487HGS  AG-R1067488AHS,
AG-R1066355HGS  AG-R1051184AHS,CLEAR BUSINESS DEVELOPMENT CORPORATION,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1054955AHS  AG-R1066622HGS,
AG-R1067203HGS  AG-R1067202HGS  AG-R1050530AHS,CHELSEALOU INC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,102415  102416,
AG-R1067487HGS  AG-R1067488AHS,CENTRAL OREGON CBD LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1067247HGS  AG-R1069204HGS  AG-R1051651AHS  AG-R1066940HGS,
AG-R1054955AHS  AG-R1066622HGS,Capital Agronomics  LLC,,,Hemp,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1064876HGS  AG-R1041539AHS  AG-R1064877HGS  AG-R1064875HGS,
102415  102416,BOTANICAL RESEARCH SYSTEMS,,,Hemp,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1066398AHS  AG-R1066397HGS,
AG-R1067247HGS  AG-R1069204HGS  AG-R1051651AHS  AG-R1066940HGS,BORING HEMP COMPANY LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,78166  102443,
AG-R1064876HGS  AG-R1041539AHS  AG-R1064877HGS  AG-R1064875HGS,BLUE SKIES LANDSCAPING INC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1065241HGS  AG-R1044321AHS  AG-R1065240HGS,
AG-R1066398AHS  AG-R1066397HGS,Bija Hemp,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,102473  102989  78458,
78166  102443,BERGMAN GARDENS LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1064858HGS  AG-R1064859AHS,
AG-R1065241HGS  AG-R1044321AHS  AG-R1065240HGS,Beacon Enterprises  Inc.,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,13-200016S  57-200002G  57-200001S,
102473  102989  78458,BAKA FARMS LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1067104HGS  AG-R1067105AHS,
AG-R1064858HGS  AG-R1064859AHS,Arcadia Biosciences  Inc,,,Hemp,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1050462AHS  AG-R1067283HGS  AG-R1067282HGS,
13-200016S  57-200002G  57-200001S,AMERI CULTIVATE LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1059725AHS  AG-R1065799HGS,
AG-R1067104HGS  AG-R1067105AHS,AMERICAN HEMP COMPANY LLC,,,Hemp,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1066438HGS  AG-R1052694AHS,
AG-R1050462AHS  AG-R1067283HGS  AG-R1067282HGS,ALL PHASE CONSULTATION LLC,,,Hemp,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1065377IHH  AG-R1065245HGS  AG-R1065246AHS,
ALLIANCE HEMP COMPANY LLC,Hemp,carwash50s@rocketmail.com alldatservices@outlook.com siskiyougreenhouse@gmail.com,3034890519 337-706-2584 530-798-8804,Hemp,APOLLO SCIENCES,,Hemp Cultivator  Hemp Distributor  Seed Banks / Genetics  Hemp Retailer (Storefront),209102  # 103386  # 103549  102378  78089  78200  102666  # 103547  102359,All About Minutes Inc 5406 Espana Ct Denver  CO 80249 ALL DAT SERVICES LA Alpha Omega Collectis LLC 3313 Dick George Rd Cave Junction  OR 97523
Page 33 of 37,IHE PRODUCTIONS LLC,,,Hemp,,,Hemp Cultivator  Hemp Distributor  Seed Banks / Genetics  Hemp Manufacturer,22_1100202  22_1100111  22_1100165  22_1100203,
BOMAR AGRA ESTATES LLC,Hemp,evergreenhills1st@gmail.com greg@bluesky-cbd.com sales@bomaragra.com,7205033101,Hemp,,,Hemp Cultivator  Hemp Distributor  Hemp Retailer (Online)  Hemp Retailer (Delivery),NAHE LLC,BLUE SKIES LANDSCAPING INC 233 Rogue River Hwy Grants Pass  OR 97527 Blue Sky CBD LLC 1665 Rosemary Dr Castle Rock  CO 80109 BOOMTOWN BREW COFFEE ROASTERS Monte Vista  CO 81144
209102  # 103386  # 103549  102378  78089  78200  102666  # 103547  102359,GRASS MASTERS INC,,,Hemp,,,Hemp Cultivator  Hemp Distributor  Hemp Retailer (Online)  Hemp Brand  Events and Conferences  Hemp Manufacturer,HEMP-G-000152,
22_1100202  22_1100111  22_1100165  22_1100203,Jump Steady,,,Hemp,,,Hemp Cultivator  Hemp Distributor  Hemp Retailer (Online),12_423C95DB,
NAHE LLC,Hemp,,,Hemp,,,Hemp Cultivator  Hemp Distributor  Hemp Retailer (Online),Grow7West  LLC,
HEMP-G-000152,TBG Hemp,,,Hemp,,,Hemp Cultivator  Hemp Distributor  Hemp Retailer (Online),50_2021_00000212,
12_423C95DB,HSM  LLC,,,Hemp,,,Hemp Cultivator  Hemp Distributor  Hemp Retailer (Online),13_0522,
Grow7West  LLC,Hemp,MATT@BEAMAN.BIZ justinyandow@gmail.com,8023100615,Hemp,,,Hemp Cultivator  Hemp Distributor  Hemp Retailer (Delivery)  Hemp Retailer (Online),AG-R1067051HGS,GRIDDLE  LLC 7601 Helecho Ct Austin  TX 78745 GTG Shabbona Farms LLC 189 Green Hills Drive Shelburne  VT 05482
GOOD GOOD FARMS,Hemp,goodgoodfarmsga@gmail.com,2028162346 3035020248 4048096202,Hemp,,,Hemp Cultivator  Hemp Distributor  Hemp Brand  Hemp Retailer (Online),grape farm,Gold Standard Farm LLC 665 Hyndsver Rd Martin  TN 38237 Gollo Logistics  LLC 4631 Elm Ct Denver  CO 80211 Got Hemp! 2246 Harry Green Rd Montrose  GA 31065
Virent Valley,VIRENT VALLEY FARMS LLC,,,Hemp,,,Hemp Cultivator  Hemp Distributor  Hemp Brand  Hemp Retailer (Delivery)  Hemp Manufacturer,TEXAS STAR HEMP FARMS LLC,
Hemp Cultivator  Hemp Distributor  Hemp Retailer (Delivery)  Hemp Retailer (Online),AG-R1067051HGS,,,Hemp,,,Hemp Cultivator  Hemp Distributor  Hemp Brand  Hemp Manufacturer,847050  847055,
grape farm,KC Alliance  LLC,,,Hemp,,,Hemp Cultivator  Hemp Distributor  Hemp Brand  Hemp Manufacturer,Cultivaris Hemp,
TEXAS STAR HEMP FARMS LLC,Hemp,,,Hemp,,,Hemp Cultivator  Hemp Distributor  Hemp Brand,GMP Global Marketing Products,
GSF,Gold Standard Farm LLC,,,Hemp,,,Hemp Cultivator  Hemp Distributor  Hemp Brand,Village Fields Hemp,
Hemp Cultivator  Hemp Distributor  Hemp Brand  Hemp Manufacturer,Cultivaris Hemp,,,Hemp,,,Hemp Cultivator  Hemp Distributor  Hemp Manufacturer  Security Services & Transportation,2019-VD106,
GMP Global Marketing Products,Balance and Support - Hemp & Suinicultura,,,Hemp,,,Hemp Cultivator  Hemp Distributor  Hemp Manufacturer  Hemp Retailer (Online)  Hemp Retailer (Delivery)  Hemp Brand,DARBY BOYZ,
Hemp Cultivator  Hemp Distributor  Hemp Brand,Village Fields Hemp,,,Hemp,,,Hemp Cultivator  Hemp Distributor  Hemp Manufacturer  Hemp Retailer (Online)  Hemp Retailer (Storefront),Water Rock Farming,
Hemp Cultivator  Hemp Distributor  Hemp Manufacturer  Security Services & Transportation,2019-VD106,,,Hemp,,,Hemp Cultivator  Hemp Distributor  Hemp Manufacturer  Hemp Retailer (Delivery)  Hemp Retailer (Online)  Hemp Retailer (Storefront)  Education & Training,Country Wellness CBD,
Hemp Cultivator  Hemp Distributor  Hemp Manufacturer  Hemp Retailer (Online)  Hemp Retailer (Storefront),Water Rock Farming,,,Hemp,,,Hemp Cultivator  Hemp Distributor  Hemp Manufacturer  Hemp Retailer (Delivery)  Hemp Retailer (Online)  Hemp Retailer (Storefront)  Cultivation Goods  Education & Training  Medical Professionals  Manufacturing Goods  Hemp Brand  Business Analytics  Seed Banks / Genetics  Packaging and Labels  Social Networks  Staffing and Recruiting  Sales Management Services,HEMP.000009.CTCOND  HMPG.000012.COND,
201826G,XtremeGraphic,,,Hemp,,,Hemp Cultivator  Hemp Distributor  Hemp Manufacturer  Hemp Retailer (Delivery)  Hemp Retailer (Online)  Hemp Retailer (Storefront)  Cannabis Retailer (Online)  Cannabis Retailer (Delivery)  Cannabis Manufacturer  Cannabis Distributor  Cannabis Cultivator  Cannabis Brand  Cannabis Retailer (Storefront)  Security Services & Transportation,AZ-G190070  AZ-P190070  190070,
BETTER TOGETHER CT INC,Hemp,pechersm1@gmail.com,,Hemp,,,Hemp Cultivator  Hemp Distributor  Hemp Manufacturer  Hemp Brand,VANMOL ORGANICS LLC,B & G FARMS  LLC 402 Norwich-Westerly Rd  PO BOX 417 North Stonington  CT 06359
HEMP.000009.CTCOND  HMPG.000012.COND,YiLo CBD  LLC,,,Hemp,,,Hemp Cultivator  Hemp Distributor  Hemp Manufacturer,22_1100033  22_1100170  22_1100032,
AZ-G190070  AZ-P190070  190070,Budding Dreams,,,Hemp,,,Hemp Cultivator  Hemp Distributor  Hemp Manufacturer,840862  0829875  0830151,
VANMOL ORGANICS LLC,Hemp,,,Hemp,,,Hemp Cultivator  Hemp Distributor  Hemp Manufacturer,Rack Ops CBD,
22_1100033  22_1100170  22_1100032,Texas Sprouts,,,Hemp,,,Hemp Cultivator  Hemp Distributor  Hemp Manufacturer,Mothers Hemp Farm,
Hemp Cultivator  Hemp Distributor  Hemp Manufacturer,840862  0829875  0830151,,,Hemp,,,Hemp Cultivator  Hemp Distributor  Hemp Manufacturer,AZ-T200321  AZ-N200321  AZ-P 200321  AZ-G200321  AZ-H200321,
LOVETTE GROUP LLC,Hemp,qmike0018@gmail.com ladeltahemp@gmail.com konner.lovette@gmail.com,3159656454 318-307-5811 325-315-4213,Hemp,LUCKY CHARM,,Hemp Cultivator  Hemp Distributor  Hemp Manufacturer,Mile High CBD,LoudHouse315 121 Tilden Dr East Syracuse  NY 13057 LOUISIANA DELTA HEMP COMPANY  LLC 610 N 14th Mer Rouge  LA 71261 Lucky Charm Productions Ltd
Leon Bros Farms LLC,Hemp,hagen.ledeboer@ledeboerseed.com walkerfarm2020@gmail.com leonbrosfarms@gmail.com,503-501-2430 760-554-3410,Hemp,LHC INC LICHEN LIVIN LLC,,Hemp Cultivator  Hemp Distributor  Hemp Manufacturer,17-MFP18-0000924  74436,LEDEBOER SEED LLC 22068 Case Rd NE Aurora  OR 97002 LEGACY HEMP LLC 1759 Cove Rd Weiser  ID 83672 LHC Inc 15760 S Avenue 3 E Yuma  AZ 85365 Lichen Livin LLC
boreal,ignapin,,,Hemp,,,Hemp Cultivator  Hemp Distributor  Hemp Manufacturer,Colorado Cultivars USA,
Mile High CBD,GL Enterprise LLC,,,Hemp,,,Hemp Cultivator  Hemp Distributor  Hemp Manufacturer,80645  63-MFP18-0001695  103140  103095  103094  103093  103092  103091  103096  07-MFP18-0001694  80655  80652  80649  80343  80653  80650  80646  80344  80654  80651  80644  80226  80648  80223  79818  80222  74588  74594  74593  74635  002YXB  74636  74590  74589  74592,
17-MFP18-0000924  74436,GDBS Distributors LLC,,,Pending,,,Hemp Cultivator  Hemp Distributor  Hemp Manufacturer,B_0004  PH_0010  31_0045,
Colorado Cultivars USA LLC,Hemp,awislocki@colonialdistributing.com,3034199737 813-892-9460,Verified,COLORADO CULTIVARS USA COLORADO CULTIVARS USA,,Hemp Cultivator  Hemp Distributor  Cannabis Cultivator,22_1100069  GAAA-EYXC-ZWAX,CO Lift LLC 12451 Mead Way Littleton  CO 80125 COLONIAL DISTRIBUTING 10889 Crossroads Commerce Blvd Tampa  FL 33610
HEMPSTAR FARM,Verified,David@hempshireinc.com sanjivstarlight@gmail.com,8474896060 9515813739,Hemp,UNITED HEALTH CARE CENTER,,Hemp Cultivator  Hemp Distributor,AZ-T200331  AZ-H200331  AZ-G200331,HEMPSHIRE LLC N9956 Gouda Rd Tomahawk  WI 54487 Hemp Technology Inc. 68555 Lemon blossom ln Thermal  CA 92274
CDPH-10004044  CDPH-T00000546  CDPH-T00000547  C12-0000010-LIC,DOUBLE R FARMS,,,Hemp,,,Hemp Cultivator  Hemp Distributor,WI Hemp Grower 0005,
Hemp Cultivator  Hemp Distributor  Cannabis Cultivator,22_1100069  GAAA-EYXC-ZWAX,,,Hemp,,,Hemp Cultivator  Hemp Distributor,22_1100030  22_1100031,
WAAYB Labs  LLC,Hemp,,,Hemp,,,Hemp Cultivator  Hemp Distributor,UPGROW LLC,
78252  003H2V  78253,VANMOL SPECIALTY GRAINS LLC,,,Hemp,,,Hemp Cultivator  Hemp Distributor,22_1100000,
22_1100030  22_1100031,Hemp Solutions,,,Hemp,,,Hemp Cultivator  Hemp Distributor,2020-S0055,
Hemp Cultivator  Hemp Distributor,UPGROW LLC,,,Hemp,,,Hemp Cultivator  Hemp Distributor,22_1100078,
22_1100000,UNITED STATES HEMP,,,Hemp,,,Hemp Cultivator  Hemp Distributor,22_1100039,
2020-S0055,TYLAND INVESTMENTS  LLC,,,Hemp,,,Hemp Cultivator  Hemp Distributor,29_R00233,
22_1100078,TWIN OAKS ORGANICS  LLC,,,Hemp,,,Hemp Cultivator  Hemp Distributor,22_1100142,
22_1100039,Triple D Farms,,,Hemp,,,Hemp Cultivator  Hemp Distributor,AZ-T190069  AZ-H190069  AZ-G190069  AZ-N190069  190069,
29_R00233,T&N FARMS LLC,,,Hemp,,,Hemp Cultivator  Hemp Distributor,29_R00308,
22_1100142,This Land is Your Land  Inc,,,Hemp,,,Hemp Cultivator  Hemp Distributor,29_R00086,
AZ-T190069  AZ-H190069  AZ-G190069  AZ-N190069  190069,The Loop Trading Company LLC,,,Hemp,,,Hemp Cultivator  Hemp Distributor,22_1100106,
29_R00308,The Hemp House,,,Hemp,,,Cultivator,Hemp Cultivator  Hemp Distributor,
T & C FARMING LLC,Hemp,,,Hemp,,,Hemp Cultivator  Hemp Distributor,29_R00167,
TBGHemp,Hemp,,,Hemp,,,Hemp Cultivator  Hemp Distributor,12_4965ac4b  391799  12_210162,
12_423c95db,Tall Trees Hemp,,,Hemp,,,Hemp Cultivator  Hemp Distributor,29_R00166,
29_R00167,SUNSHINE GLOBAL HEALTH,,,Hemp,,,Hemp Cultivator  Hemp Distributor,29_R00094,
12_4965ac4b  391799  12_210162,Standard Exterminating Company,,,Hemp,,,Hemp Cultivator  Hemp Distributor,AZ-H200345  AZ-T200345  AZ-G200345,
29_R00166,Snyder Family Farmery,,,Hemp,,,Hemp Cultivator  Hemp Distributor,29_R00237  29_R00238,
29_R00094,SMT Farms  LLC,,,Hemp,,,Hemp Cultivator  Hemp Distributor,22_1100090,
AZ-H200345  AZ-T200345  AZ-G200345,Smith Morgan Farms,,,Hemp,,,Hemp Cultivator  Hemp Distributor,22_1100067,
29_R00237  29_R00238,SMITHIT COMMUNICATIONS LLC,,,Hemp,,,Hemp Cultivator  Hemp Distributor,29_R00275,
22_1100090,SLIPPERY SLOPE LLC,,,Hemp,,,Hemp Cultivator  Hemp Distributor,29_R00213,
22_1100067,Shale Ridge,,,Hemp,,,Hemp Cultivator  Hemp Distributor,22_1100066,
29_R00275,Seis Land & Cattle Company,,,Hemp,,,Hemp Cultivator  Hemp Distributor,80436,
29_R00213,SECOND CHANCE RANCH  LLC,,,Hemp,,,Hemp Cultivator  Hemp Distributor,29_R00142,
22_1100066,Scorpion Pass Botanicals LLC,,,Hemp,,,Hemp Cultivator  Hemp Distributor,29_R00280,
80436,SCD Investments V  LLC,,,Hemp,,,Hemp Cultivator  Hemp Distributor,29_R00143,
29_R00142,Russell Savat Farms,,,Hemp,,,Hemp Cultivator  Hemp Distributor,29_R00048,
29_R00280,R & R Farms 1904  LLC,,,Hemp,,,Hemp Cultivator  Hemp Distributor,29_R00029,
29_R00143,Rolling Hills Oil,,,Hemp,,,Hemp Cultivator  Hemp Distributor,29_R00184,
Roberts Brothers Properties,Hemp,,,Hemp,,,Hemp Cultivator  Hemp Distributor,Riegel Dairy Inc.,
29_R00029,RJ Smith Farms,,,Hemp,,,Hemp Cultivator  Hemp Distributor,29_R00413  29_R00371  29_R00041,
29_R00184,rivendocanbio,,,Hemp,,,Hemp Cultivator  Hemp Distributor,29_R00172,
29_R00413  29_R00371  29_R00041,Ridder Farms,,,Hemp,,,Hemp Cultivator  Hemp Distributor,22_1100019,
29_R00295  29_R00296  29_R00004  29_R00003,Reddihemp,,,Hemp,,,Hemp Cultivator  Hemp Distributor,22_1100051,
QUEEN HERB  A LOUISIANA HEMP FARM,Hemp,,,Hemp,,,Hemp Cultivator  Hemp Distributor,POB Ventures  LLC.,
22_1100019,PRAIRIE CULTURE FARMS,,,Hemp,,,Hemp Cultivator  Hemp Distributor,12_210258  12_4425940f,
22_1100051,Potspot,,,Hemp,,,Hemp Cultivator  Hemp Distributor,29_R00336,
PixySix Agriculture,Hemp,,,Hemp,,,Hemp Cultivator  Hemp Distributor,PANTHER FARMS  LLC,
29_R00124,Pike Creek Agriculture,,,Hemp,,,Hemp Cultivator  Hemp Distributor,22_1100009,
29_R00336,Penny Lane,,,Hemp,,,Hemp Cultivator  Hemp Distributor,29_R00242,
22_1100009,P.A.M. Farm,,,Hemp,,,Hemp Cultivator  Hemp Distributor,22_1100133,
29_R00145,Ozark Mountain Cultivation LLC,,,Hemp,,,Hemp Cultivator  Hemp Distributor,29_R00276,
29_R00242,OLIVIA RAE FARMS HEMP  LLC,,,Hemp,,,Hemp Cultivator  Hemp Distributor,29_R00256,
22_1100133,New Florence Farms LLC,,,Hemp,,,Hemp Cultivator  Hemp Distributor,29_R00016,
29_R00276,Natural Solutions Hemp Co.,,,Hemp,,,Hemp Cultivator  Hemp Distributor,29_R00117  29_R00289  2020-M0035  29_R00116,
29_R00256,Nana's Natural Farms,,,Hemp,,,Hemp Cultivator  Hemp Distributor,80745  76637  76988  00359X,
29_R00016,My Midwest LLC,,,Hemp,,,Hemp Cultivator  Hemp Distributor,29_R00180,
29_R00117  29_R00289  2020-M0035  29_R00116,MT Hempton Farms LLC,,,Hemp,,,Hemp Cultivator  Hemp Distributor,29_R00339,
80745  76637  76988  00359X,Mom's Farms LLC,,,Hemp,,,Hemp Cultivator  Hemp Distributor,29_R00319,
29_R00180,MO Hemp Grower 0040,,,Hemp,,,Hemp Cultivator  Hemp Distributor,29_R00318,
29_R00339,MO Hemp Grower 0039,,,Hemp,,,Hemp Cultivator  Hemp Distributor,29_R00317,
29_R00319,MO Hemp Grower 0038,,,Hemp,,,Hemp Cultivator  Hemp Distributor,29_R00299,
Page 34 of 37,MO Hemp Grower 0035,,,Hemp,,,Hemp Cultivator  Hemp Distributor,29_R00288,
29_R00305,MO Hemp Grower 0034,,,Hemp,,,Hemp Cultivator  Hemp Distributor,29_R00286,
29_R00299,MO Hemp Grower 0033,,,Hemp,,,Hemp Cultivator  Hemp Distributor,29_R00283,
29_R00288,MO Hemp Grower 0032,,,Hemp,,,Hemp Cultivator  Hemp Distributor,29_R00277,
29_R00286,MO Hemp Grower 0031,,,Hemp,,,Hemp Cultivator  Hemp Distributor,29_R00269,
29_R00283,MO Hemp Grower 0030,,,Hemp,,,Hemp Cultivator  Hemp Distributor,29_R00266,
29_R00277,MO Hemp Grower 0029,,,Hemp,,,Hemp Cultivator  Hemp Distributor,29_R00253,
29_R00269,MO Hemp Grower 0028,,,Hemp,,,Hemp Cultivator  Hemp Distributor,29_R00252,
29_R00266,MO Hemp Grower 0027,,,Hemp,,,Hemp Cultivator  Hemp Distributor,29_R00227,
29_R00253,MO Hemp Grower 0026,,,Hemp,,,Hemp Cultivator  Hemp Distributor,29_R00198,
29_R00252,MO Hemp Grower 0025,,,Hemp,,,Hemp Cultivator  Hemp Distributor,29_R00185,
29_R00227,MO Hemp Grower 0024,,,Hemp,,,Hemp Cultivator  Hemp Distributor,29_R00182,
29_R00198,MO Hemp Grower 0023,,,Hemp,,,Hemp Cultivator  Hemp Distributor,29_R00175,
29_R00185,MO Hemp Grower 0022,,,Hemp,,,Hemp Cultivator  Hemp Distributor,29_R00163,
29_R00182,MO Hemp Grower 0021,,,Hemp,,,Hemp Cultivator  Hemp Distributor,29_R00155,
29_R00175,MO Hemp Grower 0020,,,Hemp,,,Hemp Cultivator  Hemp Distributor,29_R00148,
